"post_url","date","tags","type","misc","misc"
"http://bsober.tumblr.com/post/139446644048/daily-recovery-readings-february-16th","2016-02-16 22:38:31 GMT","[u'12 Step', u'AA', u'Addiction', u'addiction recovery', u'Alcoholics Anonymous', u'Recovery', u'Relapse', u'sobriety']","text","Daily Recovery Readings-February 16th","<img src=""http://bsober.org/wp-content/uploads/2013/12/Make-it-happen.jpg"" style=""float: right; width:200px; padding:10px;""/><blockquote><p>Daily Recovery Readings-February 16th</p>
<p>Daily Reflections</p>
<p>COMMITMENT</p>
<p>Understanding is the key to right principles and attitudes, and right<br/>
action is the key to good living.<br/>
TWELVE STEPS AND TWELVE TRADITIONS, p. 125</p>
<p>There came a time in my program of recovery when the third stanza<br/>
of the Serenity Prayer — “The wisdom to know the difference” —<br/>became indelibly imprinted in my mind. From that time on,…</p></blockquote><p><a href=""http://bsober.org/daily-recovery-readings-february-16th/"" target=""_blank"">View On WordPress</a></p><div style=""clear:both;""></div>"
"http://aacultwatch.tumblr.com/post/139435801003/here-are-our-next-helpful-souls-sarah-and-martin","2016-02-16 19:14:36 GMT","[u'Cultwatch in Kent', u'alcoholism', u'alcoholics anonymous', u'cult']","photo","[{u'caption': u'', u'original_size': {u'url': u'http://41.media.tumblr.com/8cb7932b2470e475a52800802d68eadf/tumblr_o2nmscuwS81ubudoco1_1280.png', u'width': 1280, u'height': 1100}, u'alt_sizes': [{u'url': u'http://41.media.tumblr.com/8cb7932b2470e475a52800802d68eadf/tumblr_o2nmscuwS81ubudoco1_1280.png', u'width': 1280, u'height': 1100}, {u'url': u'http://41.media.tumblr.com/8cb7932b2470e475a52800802d68eadf/tumblr_o2nmscuwS81ubudoco1_500.png', u'width': 500, u'height': 430}, {u'url': u'http://40.media.tumblr.com/8cb7932b2470e475a52800802d68eadf/tumblr_o2nmscuwS81ubudoco1_400.png', u'width': 400, u'height': 344}, {u'url': u'http://40.media.tumblr.com/8cb7932b2470e475a52800802d68eadf/tumblr_o2nmscuwS81ubudoco1_250.png', u'width': 250, u'height': 215}, {u'url': u'http://40.media.tumblr.com/8cb7932b2470e475a52800802d68eadf/tumblr_o2nmscuwS81ubudoco1_100.png', u'width': 100, u'height': 86}, {u'url': u'http://36.media.tumblr.com/8cb7932b2470e475a52800802d68eadf/tumblr_o2nmscuwS81ubudoco1_75sq.png', u'width': 75, u'height': 75}]}]","<p>Here are our next helpful souls. Sarah and Martin. Yay Sarah and Martin! Hoorah we say!</p><p>PLEASE DO NOT HARASS SARAH AND MARTIN USING THESE CONTACT DETAILS! THEY CAME ATTACHED TO THE PHOTOS. THE ABOVE IS PUBLISHED FOR IDENTIFICATION ONLY<br/></p>"
"http://soberslothling.tumblr.com/post/139403765774/powerless-over-alcohol","2016-02-16 04:54:07 GMT","[u'aa', u'alcohol', u'alcoholism', u'Alcoholics Anonymous', u'addiction', u'addict', u'drug addict', u'addiction support', u'drug addiction', u'sober', u'sobriety', u'sober thoughts', u'soberliving', u'SOBERLIFE', u'recovery', u'recover', u'recovery quotes', u'early recovery', u'Higher Power', u'12 steps', u'treatment']","text","Powerless over Alcohol","<p>I met with my sponsor to attend a meeting tonight and after we had a deep conversation about my past. It concluded in me completing <b><i>step 1: We admitted we were powerless over alcohol—that our lives had become unmanageable.</i></b></p><p>My life had indeed become unmanageable. I was binge drinking every weekend and drinking most of the week only sobering up to drive to the liquor store to buy more alcohol (I thought I was a responsible drinker LOL). I wasn’t eating properly and my health was quickly declining. My roommate would come home to find me in bed sleeping (I was prob passed out), Thinking that my iron was low or I just was under the weather. I had everyone fooled that I was perfectly okay and that nothing was wrong. When in actuality I was a spiraling raging alcoholic who didn’t accept that I had a drinking problem. But tonight I know that i am an alcoholic. But as I’ve said before alcoholism does not define who I am. God does. </p><p>Which brings us to <i><b>step 2: Came to believe that a Power greater than ourselves could restore us to sanity</b>. </i>I didn’t think I’d ever make it to step 2. But hey I didn’t think I would ever make it to 137 days sober either. Amazing what sobriety can bring on! Happy 24 to ya’ll. One day at a time. </p>"
"http://soberslothling.tumblr.com/post/139384034064/anger","2016-02-15 22:51:52 GMT","[u'aa', u'alcohol', u'alcoholic', u'alcoholism', u'Alcoholics Anonymous', u'addiction', u'addict', u'drug addict', u'addiction support', u'drug addiction', u'recovery', u'recover', u'recovery quotes', u'early recovery', u'sober', u'sobriety', u'sober thoughts', u'soberliving', u'SOBERLIFE', u'fight', u'scars', u'peace', u'calm', u'honesty', u'truth', u'anger', u'anger problems', u'treatment', u'Higher Power']","text","Anger","<p>I can go from happy to completely pissed off in .02 seconds. I’ve always had a short fuse but as a teen I was able to suppress it and work through it. As an alcoholic I would get into physical fights and take my anger out on the person who instigated me. I have scars and I’ve cracked knuckles from some of the fights I’ve been in. Just even thinking back to that makes me cringe. More often than not I was protecting myself or a buddy and was never found at fault for anything. Had I not been drinking I would have never found myself in those awful situations and would not bear the scars that are now on my hands. But I can see those scars in a new light, they can remind and help push me forward in my sobriety. I hope I never have to physically defend myself again. </p><p>I am thankful for the peace and calm I am learning to embrace! 137 days sober.</p>"
"http://ahphotoart.tumblr.com/post/139369547799","2016-02-15 18:43:39 GMT","[u'aa', u'alcoholics anonymous', u'essays', u'term papers', u'writing sample', u'academic', u'crime', u'crime studies', u'crime reduction', u'addiction', u'drug abuse']","photo","[{u'caption': u'', u'original_size': {u'url': u'http://41.media.tumblr.com/34085e2d9556b4cbdc1ce315d1f27672/tumblr_o2lqorocZ61tgcdqwo1_1280.jpg', u'width': 1280, u'height': 1656}, u'alt_sizes': [{u'url': u'http://41.media.tumblr.com/34085e2d9556b4cbdc1ce315d1f27672/tumblr_o2lqorocZ61tgcdqwo1_1280.jpg', u'width': 1280, u'height': 1656}, {u'url': u'http://40.media.tumblr.com/34085e2d9556b4cbdc1ce315d1f27672/tumblr_o2lqorocZ61tgcdqwo1_500.jpg', u'width': 500, u'height': 647}, {u'url': u'http://40.media.tumblr.com/34085e2d9556b4cbdc1ce315d1f27672/tumblr_o2lqorocZ61tgcdqwo1_400.jpg', u'width': 400, u'height': 518}, {u'url': u'http://41.media.tumblr.com/34085e2d9556b4cbdc1ce315d1f27672/tumblr_o2lqorocZ61tgcdqwo1_250.jpg', u'width': 250, u'height': 324}, {u'url': u'http://41.media.tumblr.com/34085e2d9556b4cbdc1ce315d1f27672/tumblr_o2lqorocZ61tgcdqwo1_100.jpg', u'width': 100, u'height': 129}, {u'url': u'http://41.media.tumblr.com/34085e2d9556b4cbdc1ce315d1f27672/tumblr_o2lqorocZ61tgcdqwo1_75sq.jpg', u'width': 75, u'height': 75}]}, {u'caption': u'', u'original_size': {u'url': u'http://36.media.tumblr.com/9c5987fa9001a9c3355794699e8ea64c/tumblr_o2lqorocZ61tgcdqwo3_1280.jpg', u'width': 1280, u'height': 1656}, u'alt_sizes': [{u'url': u'http://36.media.tumblr.com/9c5987fa9001a9c3355794699e8ea64c/tumblr_o2lqorocZ61tgcdqwo3_1280.jpg', u'width': 1280, u'height': 1656}, {u'url': u'http://41.media.tumblr.com/9c5987fa9001a9c3355794699e8ea64c/tumblr_o2lqorocZ61tgcdqwo3_500.jpg', u'width': 500, u'height': 647}, {u'url': u'http://36.media.tumblr.com/9c5987fa9001a9c3355794699e8ea64c/tumblr_o2lqorocZ61tgcdqwo3_400.jpg', u'width': 400, u'height': 518}, {u'url': u'http://36.media.tumblr.com/9c5987fa9001a9c3355794699e8ea64c/tumblr_o2lqorocZ61tgcdqwo3_250.jpg', u'width': 250, u'height': 324}, {u'url': u'http://41.media.tumblr.com/9c5987fa9001a9c3355794699e8ea64c/tumblr_o2lqorocZ61tgcdqwo3_100.jpg', u'width': 100, u'height': 129}, {u'url': u'http://40.media.tumblr.com/9c5987fa9001a9c3355794699e8ea64c/tumblr_o2lqorocZ61tgcdqwo3_75sq.jpg', u'width': 75, u'height': 75}]}, {u'caption': u'', u'original_size': {u'url': u'http://40.media.tumblr.com/d2a94c98a709d8a36d486c3283405c2c/tumblr_o2lqorocZ61tgcdqwo4_1280.jpg', u'width': 1280, u'height': 1656}, u'alt_sizes': [{u'url': u'http://40.media.tumblr.com/d2a94c98a709d8a36d486c3283405c2c/tumblr_o2lqorocZ61tgcdqwo4_1280.jpg', u'width': 1280, u'height': 1656}, {u'url': u'http://36.media.tumblr.com/d2a94c98a709d8a36d486c3283405c2c/tumblr_o2lqorocZ61tgcdqwo4_500.jpg', u'width': 500, u'height': 647}, {u'url': u'http://41.media.tumblr.com/d2a94c98a709d8a36d486c3283405c2c/tumblr_o2lqorocZ61tgcdqwo4_400.jpg', u'width': 400, u'height': 518}, {u'url': u'http://41.media.tumblr.com/d2a94c98a709d8a36d486c3283405c2c/tumblr_o2lqorocZ61tgcdqwo4_250.jpg', u'width': 250, u'height': 324}, {u'url': u'http://41.media.tumblr.com/d2a94c98a709d8a36d486c3283405c2c/tumblr_o2lqorocZ61tgcdqwo4_100.jpg', u'width': 100, u'height': 129}, {u'url': u'http://40.media.tumblr.com/d2a94c98a709d8a36d486c3283405c2c/tumblr_o2lqorocZ61tgcdqwo4_75sq.jpg', u'width': 75, u'height': 75}]}, {u'caption': u'', u'original_size': {u'url': u'http://40.media.tumblr.com/8047c16883f31886c9c061f6bd8b1080/tumblr_o2lqorocZ61tgcdqwo5_1280.jpg', u'width': 1280, u'height': 1656}, u'alt_sizes': [{u'url': u'http://40.media.tumblr.com/8047c16883f31886c9c061f6bd8b1080/tumblr_o2lqorocZ61tgcdqwo5_1280.jpg', u'width': 1280, u'height': 1656}, {u'url': u'http://41.media.tumblr.com/8047c16883f31886c9c061f6bd8b1080/tumblr_o2lqorocZ61tgcdqwo5_500.jpg', u'width': 500, u'height': 647}, {u'url': u'http://41.media.tumblr.com/8047c16883f31886c9c061f6bd8b1080/tumblr_o2lqorocZ61tgcdqwo5_400.jpg', u'width': 400, u'height': 518}, {u'url': u'http://41.media.tumblr.com/8047c16883f31886c9c061f6bd8b1080/tumblr_o2lqorocZ61tgcdqwo5_250.jpg', u'width': 250, u'height': 324}, {u'url': u'http://40.media.tumblr.com/8047c16883f31886c9c061f6bd8b1080/tumblr_o2lqorocZ61tgcdqwo5_100.jpg', u'width': 100, u'height': 129}, {u'url': u'http://40.media.tumblr.com/8047c16883f31886c9c061f6bd8b1080/tumblr_o2lqorocZ61tgcdqwo5_75sq.jpg', u'width': 75, u'height': 75}]}, {u'caption': u'', u'original_size': {u'url': u'http://36.media.tumblr.com/a736016242b574badcdaad266587fb5e/tumblr_o2lqorocZ61tgcdqwo6_1280.jpg', u'width': 1280, u'height': 1656}, u'alt_sizes': [{u'url': u'http://36.media.tumblr.com/a736016242b574badcdaad266587fb5e/tumblr_o2lqorocZ61tgcdqwo6_1280.jpg', u'width': 1280, u'height': 1656}, {u'url': u'http://40.media.tumblr.com/a736016242b574badcdaad266587fb5e/tumblr_o2lqorocZ61tgcdqwo6_500.jpg', u'width': 500, u'height': 647}, {u'url': u'http://41.media.tumblr.com/a736016242b574badcdaad266587fb5e/tumblr_o2lqorocZ61tgcdqwo6_400.jpg', u'width': 400, u'height': 518}, {u'url': u'http://41.media.tumblr.com/a736016242b574badcdaad266587fb5e/tumblr_o2lqorocZ61tgcdqwo6_250.jpg', u'width': 250, u'height': 324}, {u'url': u'http://41.media.tumblr.com/a736016242b574badcdaad266587fb5e/tumblr_o2lqorocZ61tgcdqwo6_100.jpg', u'width': 100, u'height': 129}, {u'url': u'http://40.media.tumblr.com/a736016242b574badcdaad266587fb5e/tumblr_o2lqorocZ61tgcdqwo6_75sq.jpg', u'width': 75, u'height': 75}]}, {u'caption': u'', u'original_size': {u'url': u'http://40.media.tumblr.com/6f806a83726e8d0d720474c77f4e6093/tumblr_o2lqorocZ61tgcdqwo7_1280.jpg', u'width': 1280, u'height': 1656}, u'alt_sizes': [{u'url': u'http://40.media.tumblr.com/6f806a83726e8d0d720474c77f4e6093/tumblr_o2lqorocZ61tgcdqwo7_1280.jpg', u'width': 1280, u'height': 1656}, {u'url': u'http://41.media.tumblr.com/6f806a83726e8d0d720474c77f4e6093/tumblr_o2lqorocZ61tgcdqwo7_500.jpg', u'width': 500, u'height': 647}, {u'url': u'http://40.media.tumblr.com/6f806a83726e8d0d720474c77f4e6093/tumblr_o2lqorocZ61tgcdqwo7_400.jpg', u'width': 400, u'height': 518}, {u'url': u'http://41.media.tumblr.com/6f806a83726e8d0d720474c77f4e6093/tumblr_o2lqorocZ61tgcdqwo7_250.jpg', u'width': 250, u'height': 324}, {u'url': u'http://36.media.tumblr.com/6f806a83726e8d0d720474c77f4e6093/tumblr_o2lqorocZ61tgcdqwo7_100.jpg', u'width': 100, u'height': 129}, {u'url': u'http://40.media.tumblr.com/6f806a83726e8d0d720474c77f4e6093/tumblr_o2lqorocZ61tgcdqwo7_75sq.jpg', u'width': 75, u'height': 75}]}, {u'caption': u'', u'original_size': {u'url': u'http://41.media.tumblr.com/b2a757d4d04e732d8db7a558b4eb1dac/tumblr_o2lqorocZ61tgcdqwo8_1280.jpg', u'width': 1280, u'height': 1656}, u'alt_sizes': [{u'url': u'http://41.media.tumblr.com/b2a757d4d04e732d8db7a558b4eb1dac/tumblr_o2lqorocZ61tgcdqwo8_1280.jpg', u'width': 1280, u'height': 1656}, {u'url': u'http://40.media.tumblr.com/b2a757d4d04e732d8db7a558b4eb1dac/tumblr_o2lqorocZ61tgcdqwo8_500.jpg', u'width': 500, u'height': 647}, {u'url': u'http://40.media.tumblr.com/b2a757d4d04e732d8db7a558b4eb1dac/tumblr_o2lqorocZ61tgcdqwo8_400.jpg', u'width': 400, u'height': 518}, {u'url': u'http://41.media.tumblr.com/b2a757d4d04e732d8db7a558b4eb1dac/tumblr_o2lqorocZ61tgcdqwo8_250.jpg', u'width': 250, u'height': 324}, {u'url': u'http://41.media.tumblr.com/b2a757d4d04e732d8db7a558b4eb1dac/tumblr_o2lqorocZ61tgcdqwo8_100.jpg', u'width': 100, u'height': 129}, {u'url': u'http://36.media.tumblr.com/b2a757d4d04e732d8db7a558b4eb1dac/tumblr_o2lqorocZ61tgcdqwo8_75sq.jpg', u'width': 75, u'height': 75}]}, {u'caption': u'', u'original_size': {u'url': u'http://36.media.tumblr.com/f52953fc9852a5b57187019c715cf5fd/tumblr_o2lqorocZ61tgcdqwo2_1280.jpg', u'width': 1280, u'height': 1656}, u'alt_sizes': [{u'url': u'http://36.media.tumblr.com/f52953fc9852a5b57187019c715cf5fd/tumblr_o2lqorocZ61tgcdqwo2_1280.jpg', u'width': 1280, u'height': 1656}, {u'url': u'http://41.media.tumblr.com/f52953fc9852a5b57187019c715cf5fd/tumblr_o2lqorocZ61tgcdqwo2_500.jpg', u'width': 500, u'height': 647}, {u'url': u'http://40.media.tumblr.com/f52953fc9852a5b57187019c715cf5fd/tumblr_o2lqorocZ61tgcdqwo2_400.jpg', u'width': 400, u'height': 518}, {u'url': u'http://41.media.tumblr.com/f52953fc9852a5b57187019c715cf5fd/tumblr_o2lqorocZ61tgcdqwo2_250.jpg', u'width': 250, u'height': 324}, {u'url': u'http://40.media.tumblr.com/f52953fc9852a5b57187019c715cf5fd/tumblr_o2lqorocZ61tgcdqwo2_100.jpg', u'width': 100, u'height': 129}, {u'url': u'http://40.media.tumblr.com/f52953fc9852a5b57187019c715cf5fd/tumblr_o2lqorocZ61tgcdqwo2_75sq.jpg', u'width': 75, u'height': 75}]}]",""
"http://bsober.tumblr.com/post/139351279558/daily-recovery-readings-february-15th","2016-02-15 11:22:15 GMT","[u'12 Step', u'AA', u'Addiction', u'addiction recovery', u'Alcoholics Anonymous', u'Recovery', u'Relapse', u'sobriety']","text","Daily Recovery Readings-February 15th","<img src=""http://bsober.org/wp-content/uploads/2013/12/Make-it-happen.jpg"" style=""float: right; width:200px; padding:10px;""/><blockquote><p>Daily Recovery Readings-February 15th<br/>
Daily Reflections</p>
<p>TAKING ACTION</p>
<p>Are these extravagant promises? We think not. They are<br/>
being fulfilled among us–sometimes quickly, sometimes<br/>
slowly. They will always materialize if we work for<br/>
them.<br/>
ALCOHOLICS ANONYMOUS, p. 84</p>
<p>One of the most important things A.A. has given me, in<br/>
addition to freedom from booze, is the ability to take<br/>“right action.” It says…</p></blockquote><p><a href=""http://bsober.org/daily-recovery-readings-february-15th/"" target=""_blank"">View On WordPress</a></p><div style=""clear:both;""></div>"
"https://legendoflolzor.tumblr.com/post/139331458973/sponsor-is-talking-to-me-and-im-asking-her-if-im","2016-02-15 02:40:52 GMT","[u'alcoholics anonymous', u'aa sponsor']","text","","<p>sponsor is talking to me and i&rsquo;m asking her if i&rsquo;m allowed to be angry. abuse has taught me otherwise.</p>"
"http://cheerstomyexistentialcrisis.tumblr.com/post/139314046124/reflections-in-the-mirror-or-my-sobriety-day","2016-02-14 21:03:15 GMT","[u'alcoholism', u'drunk', u'aa', u'alcoholics anonymous', u'sobriety', u'sober blogs']","link","Reflections In The Mirror (...or My Sobriety - Day 592)","http://www.blogher.com/reflections-mirror-or-my-sobriety-day-592"
"http://graypoetry.tumblr.com/post/139311322976/515-happy-hour-sobriety-prayer-book-god-of-maps","2016-02-14 20:15:39 GMT","[u'Maps', u'prayer', u'AA', u'alcoholism', u'alcoholics anonymous', u'recovery', u'sobriety', u'third step', u'Graypoetry']","text","5:15 Happy Hour Sobriety Prayer Book: God of Maps","<figure class=""tmblr-full"" data-orig-height=""691"" data-orig-width=""800""><img src=""http://41.media.tumblr.com/635b96bc98e62a728f1351bc4525218f/tumblr_inline_o2k07cuHsb1rpk8e3_540.jpg"" data-orig-height=""691"" data-orig-width=""800""/></figure><p><br/>Dear God of Maps</p><p>where the fuck art thou?<br/>
Why can’t I ever find you?<br/>
Why, when I do,<br/>
do you never provide the directions that I need?<br/>
You show the coffeeshop<br/>
but not the vacancy of palms.<br/>
You show my apartment<br/>
but not my torn vocal chords.<br/>
You show the ocean<br/>
but not the men who breathe its water.</p><p>Dear God of Maps,<br/>
oh, how you misdirect me, misguide me.<br/>
Whenever I follow you<br/>
I find myself in the wrong places:<br/>
in the wrong state, the wrong forest;<br/>
in the wrong toilet stall of the wrong bar;<br/>
in the pit of the wrong heart.</p><p>Forgive me,<br/>
I only use the maps I have drawn myself.<br/>
My hands are not steady, especially on Thursdays,<br/>
When I pass temples of neon lights and stained ceilings.<br/><br/>
Dear God of Maps,<br/>
I find myself alone<br/>
whenever I use the same map<br/>
to discover a new landscape.<br/>
I used a map of Colorado<br/>
to drive across Wyoming.<br/>
I used the map of one lover<br/>
to explore the countryside of another.</p><p>Dear God of Maps,<br/>
you have shown me<br/>
how your incarnations are short
stories:<br/>
Maps of valleys are stories of separation.<br/>
Maps of rivers, stories of loss.<br/>
Maps of oceans, mysteries<br/>
Maps of mountains, love stories.</p><p>When I found fists crushed against my cheekbones.<br/>
I thought he was drawing a map of rage<br/>
into my face.<br/>
I understand now.<br/>
He was pressing the four love stories of his knuckles<br/>
repeatedly into the parchment of my skin.<br/>
The valleys between his handbones<br/>
met the rivers of my cheeks.<br/>
Maps of deep oceans<br/>
all over my body.</p><p>I understand now.<br/>
He was trying to give me bearing.<br/>
Whenever we’re in the same room, now,<br/>
I know the direction<br/>
to every emergency exit.</p><p>I forgive him,<br/>
the same way you’ll forgive me<br/>
for being a lost cartographer,<br/>
a mapmaker without a compass.<br/>
I pray to you,<br/>
Dear God of Maps,<br/>
to stay hidden,<br/>
to conceal yourself from me<br/>
so that I may never find you,</p><p>Amen.</p><p> <br/><br/>More poems and prayers at <a href=""http://graypoetry.com/515-happy-hour-sobriety-prayer-book-god-of-maps/"">graypoetry.com</a></p>"
"http://bsober.tumblr.com/post/139309577973/daily-recovery-readings-february-14th","2016-02-14 19:44:51 GMT","[u'12 Step', u'AA', u'Addiction', u'addiction recovery', u'Alcoholics Anonymous', u'Recovery', u'Relapse', u'sobriety']","text","Daily Recovery Readings-February 14th","<img src=""http://bsober.org/wp-content/uploads/2013/12/Make-it-happen.jpg"" style=""float: right; width:200px; padding:10px;""/><blockquote><p>Daily Recovery Readings-February 14</p>
<p>Daily Reflections</p>
<p>EXPECTATIONS vs. DEMANDS</p>
<p>Burn the idea into the consciousness of every man that<br/>
he can get well regardless of anyone. The only condition<br/>
is that he trust in God and clean house.<br/>
ALCOHOLICS ANONYMOUS, p. 98</p>
<p>Dealing with expectations is a frequent topic at<br/>
meetings. It isn’t wrong to expect progress of myself,<br/>good things from life, or decent…</p></blockquote><p><a href=""http://bsober.org/daily-recovery-readings-february-14th/"" target=""_blank"">View On WordPress</a></p><div style=""clear:both;""></div>"
"http://icansex.tumblr.com/post/139275001825/turning-up-on-a-saturday-night","2016-02-14 05:20:55 GMT","[u'personal', u'alcoholics anonymous']","photo","[{u'caption': u'', u'original_size': {u'url': u'http://41.media.tumblr.com/a0630cc9056b94dcb9970aca0fa2225b/tumblr_o2iuuwZ7L31qgirh9o1_1280.jpg', u'width': 1280, u'height': 960}, u'alt_sizes': [{u'url': u'http://41.media.tumblr.com/a0630cc9056b94dcb9970aca0fa2225b/tumblr_o2iuuwZ7L31qgirh9o1_1280.jpg', u'width': 1280, u'height': 960}, {u'url': u'http://41.media.tumblr.com/a0630cc9056b94dcb9970aca0fa2225b/tumblr_o2iuuwZ7L31qgirh9o1_500.jpg', u'width': 500, u'height': 375}, {u'url': u'http://41.media.tumblr.com/a0630cc9056b94dcb9970aca0fa2225b/tumblr_o2iuuwZ7L31qgirh9o1_400.jpg', u'width': 400, u'height': 300}, {u'url': u'http://40.media.tumblr.com/a0630cc9056b94dcb9970aca0fa2225b/tumblr_o2iuuwZ7L31qgirh9o1_250.jpg', u'width': 250, u'height': 188}, {u'url': u'http://36.media.tumblr.com/a0630cc9056b94dcb9970aca0fa2225b/tumblr_o2iuuwZ7L31qgirh9o1_100.jpg', u'width': 100, u'height': 75}, {u'url': u'http://36.media.tumblr.com/a0630cc9056b94dcb9970aca0fa2225b/tumblr_o2iuuwZ7L31qgirh9o1_75sq.jpg', u'width': 75, u'height': 75}]}]","<p>turning up on a saturday night</p>"
"http://soberslothling.tumblr.com/post/139273471079/i-am-a-raver","2016-02-14 04:48:37 GMT","[u'alcohol', u'alcoholic', u'alcoholism', u'alcoholics anonymous', u'addiction', u'addict', u'drug addict', u'addiction support', u'drug addiction', u'recovery', u'recover', u'recovery quotes', u'early recovery', u'sober', u'sobriety', u'sober thoughts', u'soberliving', u'soberlife', u'rave', u'raver', u'dj', u'edm', u'music', u'dance', u'life', u'plurvibes', u'plurwarriors', u'plurfamily', u'plurlife', u'plur']","text","I am a raver","<p>So i just booked tickets to go and see Borgeous live next month. What is Borgeous? He is an American DJ and music producer. I love rave culture. Its amazing EDM music put together with amazing light shows and people who just want to have a good time! The negative factor that stands out is the drugs and alcohol that are a definite part of rave culture. This will be the first rave i attend sober. I don’t have to fear going to events i enjoy because of the alcohol or drugs. Yes there is definitely temptation, however I realized bringing a close friend who knows about my recovery would help me be accountable to myself! For once I know I will remember everything that happens and actually be able to enjoy my favorite songs and sets and not be wondering how I got home or why I have injuries I don’t remember getting. I am 135 days sober today. </p>"
"http://aacultwatch.tumblr.com/post/139240709533/what-can-we-say-she-sure-knows-how-to-do-them","2016-02-13 17:49:58 GMT","[u'anything for paul', u'i spit on primarypurposes grave', u'alcoholism', u'alcoholics anonymous', u'untreated alcoholism', u'cult', u'aacultwatch is more aa than the lot of you!']","photo","[{u'caption': u'', u'original_size': {u'url': u'http://40.media.tumblr.com/f20f6e59747ce0a8e1c2897d4756788c/tumblr_o2hyva0QrA1ubudoco1_1280.png', u'width': 1280, u'height': 936}, u'alt_sizes': [{u'url': u'http://40.media.tumblr.com/f20f6e59747ce0a8e1c2897d4756788c/tumblr_o2hyva0QrA1ubudoco1_1280.png', u'width': 1280, u'height': 936}, {u'url': u'http://41.media.tumblr.com/f20f6e59747ce0a8e1c2897d4756788c/tumblr_o2hyva0QrA1ubudoco1_500.png', u'width': 500, u'height': 366}, {u'url': u'http://40.media.tumblr.com/f20f6e59747ce0a8e1c2897d4756788c/tumblr_o2hyva0QrA1ubudoco1_400.png', u'width': 400, u'height': 293}, {u'url': u'http://41.media.tumblr.com/f20f6e59747ce0a8e1c2897d4756788c/tumblr_o2hyva0QrA1ubudoco1_250.png', u'width': 250, u'height': 183}, {u'url': u'http://41.media.tumblr.com/f20f6e59747ce0a8e1c2897d4756788c/tumblr_o2hyva0QrA1ubudoco1_100.png', u'width': 100, u'height': 73}, {u'url': u'http://41.media.tumblr.com/f20f6e59747ce0a8e1c2897d4756788c/tumblr_o2hyva0QrA1ubudoco1_75sq.png', u'width': 75, u'height': 75}]}]","<p>What can we say? She sure knows how to do them reports: so here’s to CCS - what a gal!</p><p>PLEASE DO NOT HARASS CHRISTINA USING THESE CONTACT DETAILS! THEY CAME ATTACHED TO THE PHOTO. THE ABOVE IS PUBLISHED FOR IDENTIFICATION ONLY<br/></p>"
"http://bsober.tumblr.com/post/139230320648/daily-recovery-readings-february-13","2016-02-13 14:14:18 GMT","[u'12 Step', u'AA', u'Addiction', u'addiction recovery', u'Alcoholics Anonymous', u'Recovery', u'Relapse', u'sobriety']","text","Daily Recovery Readings-February 13","<img src=""http://bsober.org/wp-content/uploads/2013/12/Make-it-happen.jpg"" style=""float: right; width:200px; padding:10px;""/><blockquote><p>Daily Recovery Readings-February 13</p>
<p>Daily Reflections</p>
<p>WE CAN’T THINK OUR WAY SOBER</p>
<p>To the intellectually self-sufficient man or woman,<br/>
many A.A.’s can say, “Yes, we were like you–far too<br/>
smart for our own good…. Secretly, we felt we could<br/>
float above the rest of the folks on our brain power<br/>
alone.”<br/>
AS BILL SEES IT, p. 60</p>
<p>Even the most brilliant mind is no defense against the<br/>disease of alcoholism.…</p></blockquote><p><a href=""http://bsober.org/2729-2/"" target=""_blank"">View On WordPress</a></p><div style=""clear:both;""></div>"
"http://cheerstomyexistentialcrisis.tumblr.com/post/139212065792/my-stepmom-told-my-brother-i-was-drunk-on","2016-02-13 04:48:22 GMT","[u'alcoholism', u'aa', u'alcoholics anonymous', u'sobriety', u'sober blogs', u'drunk', u'drinking', u'family']","text","My stepmom told my brother I was drunk on Thanksgiving.","<p>She told my brother that her and I had a serious conversation, but the things I said were because I was drunk. I called her and asked; she denied the accusation, but I don’t believe her. She’s lied to me on other occasions, so my trust of her is minimal, to say the least.</p><p>I was incredibly upset when I found this out. I’ve been going to AA since August, and while I did relapse in November, I was very much sober on Thanksgiving. </p><p>My dad claims that she didn’t say it, but there is absolutely no reason for my brother to lie. She claims that her words were misconstrued, but she had no answer when I asked what she said exactly and how her words were misconstrued. My dad had no answer either. </p><p>Last night, when I found this out, I was livid. Moreover, I was hurt. I’ve worked extremely hard to get sober and maintain my sobriety and her lie is an insult to that work. </p>"
"http://soberslothling.tumblr.com/post/139202641849/134-days-sober","2016-02-13 01:28:12 GMT","[u'aa', u'alcohol', u'alcoholic', u'alcoholism', u'Alcoholics Anonymous', u'addiction', u'addict', u'drug addict', u'addiction support', u'drug addiction', u'sober', u'sobriety', u'sober thoughts', u'soberliving', u'SOBERLIFE', u'early recovery', u'recovery', u'recover', u'recovery quotes']","text","134 days Sober","<p>I am so grateful to be sober today. I am spending my weekend at my friends house. I was feeling desperately lonely yesterday. I’ve been dealing with a lot emotionally lately and I needed to be somewhere else! I am sitting at the kitchen table with my friend and we are just listening to music and relaxing. Its going to be an awesome evening because once everyone is home we will probably play board games or watch funny videos and just enjoy being with each other. I wouldn’t trade this for a night of drunken craziness. We were so reckless and unhealthy!!! I’m also not experiencing cravings for alcohol. feels nice! </p>"
